,textID,selected_text
1693,929b5c888c,my hair won`t turn whiiite
1694,fa959f2dd3,unfortunately
1695,78d89e7c64, yeah prbly pickin up songs for singstar. haven`t checked the last few store updates. and dunno that cranberries song.
1696,127ee02f19,bad
1697,f6c69d962e, bristol`s is the ish! i love their brunch on sundays. ruth chris is good too but i got sick there once.
1698,4a653d8227,mom`s
1699,35eb97a484,better
1700,55441697a6,is sooooo hungry right now! should`ve eaten before this wedding.
1701,49a1fc4061,welcome
1702,2e49927901,happy
1703,f85c7e5ead,fail.
1704,6033018ee4,weird
1705,0c35e093bd,"yayayyayayay toy story 3 is coming out. june 18, 2010 though"
1706,7069dd2486,hard
1707,7a78bcf308,stuck
1708,894e948ead," fear not! you deserve alot, you care for animals. )) i`ll get some food, don`t worry!"
1709,fa89412e2a,rocks
1710,12b2075369,"google wave presentation: http://bit.ly/2ehfov  i`m not very impressed. it`s nice, but it`s not really for me"
1711,0d77390e74,great
1712,8f3fc77f66,goodnight
1713,df0f568747,miss
1714,67a5d0a19c,star
1715,0435d42f80,mad
1716,1e633e1874, you didnt include taylor in the 'follow friday'
1717,81950f02a4,amazing.
1718,0b8b37ba52,chris came over for exactly one hour  i moped around after he left and ended up falling asleep.
1719,aeb0593edf,i`m a bum today
1720,e09f5b6b95,went to the cd store to search for the cd. but
1721,f60dbc9737,glad
1722,e0e9cb3902,<----------- is listening the **** out of lamb of god
1723,3ec9a1578c,spilled chocolate milk in my car
1724,349251e2a4," my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion..."
1725,07c4438a0a,return
1726,441e2a5a82,love getting gifts in the mail from my very wonderful friends back home!! how i miss myrtle beach so much... a little homesick today
1727,09140327f6,tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome
1728,2fadf73014,worse.
1729,ef5ba215b6,"a band from hawaii with a sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n"
1730,440e8fc447,hockey was so fukinï¿½ good  **** you hole! xd
1731,7eb1620dec, shop smart.  shop s mart.
1732,bdc7de6846," yes, that`s what i meant... i don`t have anything to turn it into hirigana, though."
1733,d2565af489,good
1734,4ed4f2fce6,miss
1735,ecc58c9428,off to lunch with all the people from aikido
1736,915ce84b4b, too bad i can`t come!  enjoy urself tho.
1737,4d194d770c,watching et today!  <3 supposed to have a clip from new moon  hating drag me to hell
1738,eed1736183,hard
1739,13ca815d01, me to mi sausage
1740,48a90031bd,"got a sniffle, got the kids and hubby just left to work in sydney for the weekend, boo hoo"
1741,1c14b45cee," house probably resembling your kind of heaven no?  maybe ciaran`s angels have moved in with you, hence inability to locate!"
1742,242de9277c,good
1743,b287d39fb3,hope
1744,0986073590,"actually, i think i`ll be more upset if i lost my data for cake mania 3. i was pretty far into the game"
1745,081ac56240,boo....up dlp is sold out for 8:30
1746,095410237d,good.
1747,3cf6817f75,miss
1748,edd38781e4,lonely
1749,d664f99182,rotc brought a climbing wall to work for coworkers to try and climb if they wanted.  i forgot my climbing shoes at home today.
1750,e8ddfa3959,fun
1751,502aa24ca7,downing a glass of ginger ale and then relishing an early evening in bed with 'because i said so' on lifetime.
1752,3861b033fb,watching fireworks off the bay bridge.
1753,86a28f67e9,_x yepp.  do you like dylan or cole better?
1754,83c92f835b,missing
1755,8d138ab15b," yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here"
1756,9e8665abc5,dang  i left my rolando`s dinner leftovers at home! i knew i should have put them in the shop fridge last night before we left downtown!
1757,d4623c0bd6, no worries
1758,75ca238abe,sad
1759,ec8507eef4,thanks
1760,65c1831198, if you`re watching this...i love you.' i almost died. but now...she means nothing!
1761,dcb745bcf2,woke up an hour early just to study for        a test
1762,cb1a68137c, they open at 9 a.m.   and i hope to be there shortly after that.   no guarantees for me though!
1763,a4d578eeb1,"is at work....  boo!  the pin-ups will be playing at uncommon ground wednesday night at 9 p.m.! (1401 w. devon ave., chicago 60660"
1764,64cf7657b9,has just got out the shower
1765,650fcedd22,he`s back! meeting him in 40 mins
1766,0e0b4a2960,better
1767,106a999786," it is, pinkwind is a thing from vanessa`s dad. and my sister made me that sn in the 4th grade"
1768,6c18eab109,i cant change my profile picture on facebook
1769,d792349406, she lookd soo freaked out!!poor wee thing
1770,dbdbe24969,omgoodness finally back from dinner with the fam bam!
1771,5a3c9bf459,was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!
1772,f61861742c,happy
1773,2a69a25949,don`t chase me - shea fisher download it
1774,8d02587ab0,"hmm...whilst, walking through the city i received an inviataion into an suv limo via some prom fellows... don`t they have dates? oh boys!"
1775,6940969fb4,suck
1776,06aaa8e680,at an 80``s retro prom wishing he was here to dance with!  i`m gonna miss his great dancing 2nite  but still having a blast & a few drinks
1777,f4052e9331,why i chose iphone   http://tr.im/kpae
1778,35f539ffa8,crying
1779,736f2bd7b6,adams morgannnn for jumbo slice
1780,35e15c616c,_bloody_poet what`s the matter?
1781,4104064854, has a name label on his picture too.. i just hadnt added it in when i took this: http://www.twitpic.com/4hap4 picture..
1782,d5c25dbc63,  still need to see that movie ! i am all about vampires
1783,34b7f333cb,happy
1784,bdf9453e5e," yeah, i`ve seen that before, funny   *hey honey, jill just sent me a **** in a box*"
1785,6c409292ce, - jt on snl tonight.
1786,ee89b16825,perfect
1787,9f0147e874,is going to sleep. tomorrow exam review
1788,1962233e5d,sad
1789,f2d120c26e,missing
1790,10c841e57b,anyone got an ffe account? if so.. add me
1791,5aa568e0a4," i`ll be one of your 'groovy guys' any time, shortie short  #photofollows"
1792,2c9aebcb01,birthday tomorrow. doing jack **** all weekend
1793,101a8b583a,how come i can never sleep past?? not good
1794,e01eb1cf88,nice
1795,7017d6c8cf,beautiful
1796,4793312f15,this one goes out to jimmy fallon and justin timberlake...doin` their gibb bros show on snl  ? http://blip.fm/~5z1vd
1797,ed539778c1,"to be really really... not bored but bad, i won`t know the news  but thats ok. brb x"
1798,198854f289,cannot relaxing because she have to practice for her graduation
1799,d1aa96a414,love
1800,92fe747a96,good
1801,02077519e6,"whoo, bgt!! i really must multi-task and do my art work at the same time though, back at college on monday!!"
1802,784fbab498,"_ according to mick jagger, hindu ragas are more sfs sort of music"
1803,a3dff88c1d,sad
1804,1977ce206b, better than throwing them out
1805,21c6854561,bad
1806,eb9b4d2431,love
1807,0b3b751482,love
1808,932af12853,awesome!?
1809,aacd4d0c3f,loving
1810,ee35fcd036,"this evening,picking up n`pop and go for dinner at ta lum tum tum (som-tum),major avenue..decided to go home(not clubing tonite).."
1811,44daf50a02,paper writing til my heart`s content
1812,7623079330,day
1813,e64b0cc77d, yeah dude. mike is out
1814,780ee451f1,great
1815,59ee5ff2f9,headache
1816,001e4be1ab,rachel is going to have lunch at baixa. and has a lot of stuffs to do.... wanna come ?
1817,363460c8f4,just got to the gym but w/no energy
1818,5be8565b8d,sad
1819,ecaa478ef4, same. was going to try warm milk but i`m lactose intolerant  haha.
1820,acdbccaeeb,is my picture showing?
1821,fc28b797bb,about to take my mum out for jewellery shopping and a coffee for mothers day
1822,5a8f396cb2,nice
1823,06a6314076,sucks
1824,82ea51ab18,i wanna feel my chin
1825,895cec1c48,fun
1826,8fb50df8d2,great!
1827,37fa199c50,ahhhhhhhh!i can`t get miley to notice me......
1828,121b9c13c2,good
1829,451880b8a6,love
1830,c08a90abbd,love
1831,23dad0b69f,seriously
1832,470f2669c4,well being a retired drummer i can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol
1833,53aae02026,being new to twitter?!?!?
1834,ec946f285d,tired
1835,0b25a31b7e,is surfin`..
1836,d2a3207aae, did you see star trek? now i can`t sleep.........too much action. can`t wind down!!!
1837,5dbb7ae2a3,i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.
1838,151779dfad,ok. over exagerrated. twitter is not to bad.... i guess.
1839,c4393e4cba,happy
1840,88051e4bea,good
1841,845495ffac,happy
1842,241afcd4ec,fab
1843,eb85ce805d,welcome
1844,a04227ef4e,missing
1845,98c11bdba8,hot
1846,11634e3bf7, we`ve got a pool still boxed up because i need to level a suitable patch of ground before we can set it up.
1847,944cb46d62,wish
1848,c9dfbf4275, i have a new found respect for you now that i know you know the konami code!
1849,1c2a41d71e, at work at the mo and it`s so sunny here today   off to see a band tonight!!
1850,c5d1af4ed5, ace @ the exams!
1851,8c582b0575,hot
1852,db331541b6," my name is jason, but sunshine works too."
1853,82c72d7fd0,fail.
1854,ade8ce79b8,"lied last weekend when she said she wouldn`t get upset, just an fyi."
1855,80d96cab37," hahaha! guess you will have to reinforce your skates, haha... remember who u r my friend, our semi-god with a gluten intolence"
1856,2a054d9205, yeah i want to know what that is too!
1857,2f8250d0df,the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????
1858,0c83190ad8,perfect
1859,7ebaf21cf7,hanging out with my babyy
1860,cabf8f9dea, not yet.... too early in the am
1861,706a860942,"_tron oh god, whose tire?"
1862,5de3c34293,i am the only arabic girl who`s online  every one is  a sleep ..
1863,327f378bd9,i ate something i don`t know what it is... why do i keep telling things about food
1864,9d187014d5,good morning... iï¿½m soooo tierd
1865,e4f5ac16a7,_n where can i get some?
1866,7120ebfa1b,  just wanna be there tonight
1867,1b64ea8f30,it`s only 10:30 and i am going to bed! brain can`t focus at all.. need a fresh new start. i pray that god grants me a fresh tomorrow.
1868,954f523ded,good
1869,ed4b3d03eb,feel
1870,87187923db,how can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m` not used to it anymore
1871,bd13675621,...nomore adventure time
1872,e389e41385,happy
1873,88375a5f3e,miss
1874,7257f9b2b0,lovely
1875,d80d99b28c,whuuurrrrr - glands really swollen now. guess the weekend`s a blow out.
1876,f6d3caf9ed,all my spare time seems `twill be spent doing homework this weekend.
1877,a00246028f,lazzzzzzzzzzzzzzzy monday !! bank holiday  nicole why haven`t u direct msged me yet ?!!!
1878,57f432f582,day
1879,14193ff01c,5 things this twitterer could do without  http://mikefrizzi.com/blog/?p=192 src  / i like this guy.
1880,07a8205fee,i wanna be at bea as well!!!!   #bea09
1881,11e23ea0ed, lol -catch me if u can
1882,9198679ac1,stupid
1883,348804d270," hahaah! crys, you blowing the fuses is a typical move"
1884,dd7a9fb210,die
1885,839095ea38,"http://twitpic.com/66nbd - ready for our 3d jonas brothers experience. real brothers, not included"
1886,fb10c20429,has a saw thumb from playing virtua tennis...
1887,f52e7e5a88,sorry.
1888,db4a79059a,bad
1889,9114d80bac,laundry time and lots of it!
1890,7674cfa90a," ha ha, no, will be thankful i am not dragging them up a mountain today"
1891,7dc87b5fc5,thanks
1892,6328fd1b81,"lovely,"
1893,0473875c4a,sad
1894,3709c4e1be,day!
1895,962ca0488f,_ well their not gonna fit her in with this big long advertisement
1896,846d43bc8f,fail!!!!!
1897,aa6e04fee2,just joined a twibe. visit http://twibes.com/spinning to join -- not a spinner myself but do know and respect spinners   ...need coffee
1898,b84d47c65f,thanks
1899,646d1df036,good
1900,b00763f904,"if this rain doesnt go away, i`m staying in bed all week til mommy gets here"
1901,da60c4db48,enjoyed
1902,ebecd8135f, yeahh
1903,5b584d38ff,day
1904,eaf8a522e9, arrr bummer  who do you want to win?
1905,4e38efebc2,sorry
1906,3195d34e5b,good
1907,8d2be5bfc8," yeah, i`m behind on my classic cinema calendar-making. i haven`t had time to go see any anyway."
1908,6788d6c565,love
1909,fd7434a0e9,is done with classes for her freshman year.
1910,3e3496c6d4,amazing
1911,81defce8a3,  http://twitter.com/friends?page=20 press previous on that page.
1912,62ed3d6141, what`s wrong with dr.phil? i shamefully loved his show when i was able to watch it.
1913,1219ed4a21,love
1914,9c90694664,why didn`t my favorite spotters last tweet go to my phone
1915,c35b8dbb8a,excited
1916,b39dbc6ee5,__ thanks. it`s so annoying!
1917,3df0f721e1,"i am tired of my phone. walkman works like a charm, but l need better video and wap really. thanks for yesterday and for buying my album"
1918,e9c8585ad1,i have the biggest crush on pink but she doesn`t know i`m alive
1919,2c9d5de236,happy
1920,f3912c1463,"awesome,"
1921,fc5aa0f34f,thanks
1922,ce71d002ec,day
1923,dab7f56791," **** brah, u not happy?"
1924,4c1733246f, hah i`ma knock on wood but my pc has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y
1925,cc1f8918df,is in history
1926,76f0861133,happy
1927,074b2d89dd, an oprah guest if ever i saw one  http://tinyurl.com/d39x4n
1928,398d591255, haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! but it made me look gross
1929,f8d8ebaf8d,new delerium`s music video (http://tr.im/kpu3). mixed by tiesto. i guess bill leeb finally forgot his music`s roots
1930,a267c3e874, we are at alexander. just had a 3 course dinner and i am wearing someone elses red wine
1931,c6e5884baa,nice days like this make me miss alki
1932,b1ddb9811e,_fizz he`s really not into new people  i dunno em but he said he`d try
1933,e30721df0d,at the  concert! i hope  makes a guest appearance
1934,ac4a84a76c,miss
1935,959c593450,afraid
1936,f20074e0d0,thanks
1937,259b075523,sucks???
1938,19365e33a0,july!!!!
1939,78b24a76c4, which denomination? i`m at the library and everything`s blocked.
1940,00276ae6b1,emoticons by christian. '  ' http://twitpic.com/66riq
1941,3592e3ebc9,good
1942,79c57e46eb,sorry
1943,54eba9eb73,thanks
1944,e17302312e,miss
1945,360af83c85,good
1946,4331a46aba,hot!
1947,10502f22bf," it`s not sad. to tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  i would have tweeted it."
1948,6d7cbd206f,love
1949,5be9ccda69, nooooo!!!!! dont you dare! lol =( im gonna cry  i <3 your hair!
1950,0dc0eb905d,not found: the thing i was looking for
1951,a29a76a54c,sad
1952,63491134ab, i made a vid for you proving my skills that you denied but my step dad said he`d disown me if i posted it ~   sowey
1953,4fb2131d08," aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some"
1954,2cec07986b,"perth - ford - falcon - 1997 - $3,500  - new ad received and will be posted on the hcc site soon"
1955,5e84445c6a,tired
1956,fd5eece5b2,day
1957,7b88197891,my msn crashes way too much  hmph
1958,3ba8596881,angry
1959,ee6febbfb4,at social.  just saw g-1.. awwww
1960,fff97388cf,thanks
1961,e54c45018b,star
1962,2a2c1635c8,639 baby! god its sad really  oh well lifes a partaaay! xxxxxxxxxx
1963,ca929837eb,darn
1964,046af350ac, i don`t want to be a complete hypocrite - i attended an r-rated event while i was there - the timing was just ironic.
1965,19f108c62c,hey don`t write yourself off yet. little girl you`re in the middle of the ride
1966,7a897c9999, http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it
1967,1aba7766ca,i have been awarded my first ever credit card
1968,575e4a89fe,sweet
1969,7e8212f5f2,sorry
1970,8800a2d912,good
1971,e05fd863d4, lester?  guessed her?  yester-day?  you can think of something.  no cop outs now.
1972,09a5b9b958,starting the accounts for this year.
1973,32b129dc3f,happy
1974,b4031d0753," yay me!  but, what in particular?"
1975,e7a0f7ac99, i have to work  but i`ll just watch it later.. even though it`s not the same.
1976,a9da40eedd," oh, final msg - why didn`t you review my boardgame bookchaseï¿½ when you were on telly? we didn`t even get a nice letter.."
1977,3c9419868b,"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]"
1978,0d45e4e926,"wide awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! run tomorrow"
1979,b667160840, then ill post it
1980,587cf8a61e, it is my honor
1981,89ac21e1f6,boring
1982,6769efef8a, yes its the twins  so i wontt be watching
1983,b1f6fb88d4,cut my thumb with the saw in small metals   again...
1984,34a862a739,loving
1985,5da03690bc,had sbarro for dinner and krispy kreme for dessert. mmmmm! but so not very healthy.
1986,bc7b967aea,depressed
1987,9be622ea54,awful
1988,faee4563bd,snowbear has finally come out...congrats che and warren
1989,02baa25e55,oh no she stopped!
1990,e162b84433,start of diet today  i think i have to face i will never get back down to 77kilos (unless i cut a leg off)ï¿½
1991,156816e845,yum.
1992,c13b15d9d1,screw the fact you can`t post long updates on twitter
1993,204d6510c6,hate
1994,fbd510ea84, beat? don`t understand
1995,2793cbbfab,inspired to blog about something inspirational. haha.
1996,490734b764,happy
1997,b106a248a9,sucks.
1998,9f9a4e2bb2,"at tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. please see me! #g4c09"
1999,6e2c555beb,good
2000,838c1184b4,pissed
2001,b04dcbb3be,  please don`t get me watching bb too
2002,71c6b00c21,ayy fml. nothing is perfect
2003,81de3c6143,"the day started so wonderful, but now our kids our crying because our kitty is missing  we just got back from posting signs around."
2004,bfb0644d9e, i love dawn chorus noisier the better miss church bells too...crazy i know...was going for a cycle with a friend..not now
2005,f02bdad05e,not sure where the real state market is moving  confused either hold or go ahead with the plans?
2006,f57f3b6265, i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation)
2007,16a66e0b8c," if i have 5000 friend requests tomorrow, i`m blaming you  nite"
2008,84c5b0a3f6,"namaste! hooray for monday! undaunted by a 3am wakeup, i consider it is 9am in london and feel justified. bright side to everything!"
2009,83e576fd29,miss
2010,9946895c91,great
2011,49ec855925,song
2012,ee51d32074,great
2013,ab5b510355, my denny`s shut down in the winter.  i have to do 50 miles to get to one now.
2014,d64eec0d6c, yes i think so unless it changed.  i sent u a happy mothers day text but u never responded back
2015,75b30e5358,one of my kits has just brought in a mouse & is eating it in the lobby. i`m sure i feed them enough!
2016,514b972ba8,_fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  its still messy
2017,bd90c840ea, i didddd. i met them again
2018,3ee7e1cbb0,good
2019,e5599343e7,awesome
2020,0b20eef5b1,good.
2021,790af846a5,nevermind! beyonce doesn`t have a twitter  haha
2022,f6e3a6dd55,_claire lol  i will buy u some big star wars pants 4 xmas !!!
2023,abc1500c46,fun
2024,9d6fc9c77a,sad
2025,73e548424b,missed
2026,316d5aeaf6,exciting!!!
2027,7907132523,in bed with 2 girls
2028,43ee9d3c82, me too
2029,a584ebd602,_queen like it
2030,3d4b0a81a6, i think your blog should`ve been on the list
2031,b303da170c,die
2032,9f7da3aa4a,_08 hell yeah! i missed u last nite  lol do u like my opinion?
2033,e22beff480, nooooo!  working this weekend
2034,a6a3368db8, pair it up with fringe on tuesday? that smells like a win imo as well.
2035,389fc0d397,last scheduled corn dog oc shift
2036,1bed6bec2a,finally finished exams & home not watch otalia & the pbp on bpd - no otalia today  hmm! via http://twib.es/cop
2037,1ca1423c00,"getting ready for the day, out then work till close"
2038,778c5660f8,great
2039,9dfd003f1e,"i want you to text me first everyday, not me"
2040,f61d7dbd8b, yeahh  those two times we`ve stood next to each other were special times...
2041,f5d5f1fd33,burnt
2042,6be041409c, that songs on tays vid  katy perry.
2043,4c79259b5e, i work for disney...not all it`s cracked up ta be.
2044,9cd32dbec4,wtf
2045,675ce92149,broken
2046,1d84094014,"  http://bit.ly/sjnax if he is saying something i don`t fully understand, please let me know."
2047,dc9685bc8a,not sure why i can`t get tweetdeck to work on my computer. want to know what all of the hype is about
2048,b7e17b2bde, mega burguer was my lunch yesterday
2049,903cce2dcd,whoooooo i`m gettin` extra hours today    afterwards i`m gonna see if i can get some marigolds for my mum ^^
2050,1c1077af54,bored. cold. tired. lethargic feeling. man! great holiday monday!
2051,c625cee17b, you might also want to include 'never wear a moonwolf' to that
2052,6c82821920, when i go to the ticketmaster site it says 'no lisa williams events to be found'
2053,ced1083324,hey guys y did the sun make my day gloomy?
2054,1d428212cb,hate
2055,a4ee41dc64,my replacement iron ring arrived.  it`s shiny.  and a bit more jagged than the original
2056,12da846f8e,shopping!
2057,4f1a7d1d2c, yup its working. they couldn`t recover anything on it though
2058,d901264a08,rip.
2059,61ce1c40e5,interesting
2060,8dd7e34100,love
2061,6475c6d26d,thank
2062,b681aef9aa,18 hours to work....*cry* i can`t survive!  // weeelcome to my wonderland *sing along*
2063,5423cf0811,anyone have tickets to the mtv movie awards? some guy scammed me
2064,ace8edef1d,"beyonce helps me through the day, i`m starting to get sick"
2065,8b3811c819,"fine, ill get myself some miso soup down the street"
2066,e9174e5bb2,missing
2067,0b6444627a,awesome i just ruined all my white clothes i never remember to separate
2068,960ade8bfd,"it`s weird waking up in my own bed. slightly comforting, but i miss the group. but i`m loving using my own pillow again!"
2069,a8bf8239bd," if i skipped, that could get messy   rofl"
2070,33680fc87e,being a computer geek is entertaining.... i think.
2071,e0264b2a5f,miss
2072,25ce655a84,good
2073,25f1991c36, d: but it is making people unhappy and i dun like unhappiness
2074,84fcf21a64,oh god! i had to look at 'how to use twitter'.. how hopeless is that?!
2075,7de5a7e4cc,studying for this **** econ test
2076,389a3e653c,great
2077,4c0329867c, yeah...i hope it turns out... 20 more minutes!
2078,20a5175d49, i will have to see the unveiling of your new lr arrangement!  is there an official event planned
2079,2785576a5b,sick
2080,b7299d0e70, i hear you. i can`t think of a layout either.  lol i`ve been trying for i dont know how long.
2081,e035aa9fe3,yay got the internet on my itouch working
2082,5eb31e181d,nice!
2083,1281b062a4,better.
2084,54aa9ae3a8,better
2085,1d18c624f2,"have to wear my glasses today, cos my right eye is swollen and i don`t know why"
2086,9fbf0d59cc,i lafff the rain
2087,f2a92aa5ff,happy...
2088,0d737380e2, grrrrrrrrrrrrrr ive barely read any of it
2089,592b350f6f,http://tinyurl.com/ateltl <-- rocksteady pt ii
2090,4363c63d9c,cool
2091,533a5604dc,the  2009 convention ( http://tr.im/mlvw ) doesn`t look that great this year  - going to vegas then sounds much more fun
2092,437f792822,blame
2093,de168e6328,and this picture of her with zack from saved by the bell  http://twitpic.com/669lg
2094,d60072b03a,bored
2095,8986091fd3,happy
2096,3b743ded7e,love
2097,79e7a9ed8e, did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious
2098,dabac40552,excited.
2099,b0cae38eb0, woop right am off to 'try' to get 2 sleep haha its 2 hot  have a good nightt x
2100,96e77388b8,better
2101,3e9ba7f25b,good
2102,4fb0995de8,hows that possible? no rain forecast for pinkpop? and i have no ticket
2103,e711c03c57, i`m not sure about this tweet business  why are the simple things so difficult?
2104,52576ae085," june 15, 1995, chino hills, ca. the 1 day it rained n june in socal...we had an outside grad; had 2 move it 2 the gym"
2105,2b049dbcb1,sweet
2106,adc5ea18b3,rod stewart`s new song
2107,5c9645561c, just like to clarify that i am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies
2108,ef329bc827,momma martini went food shopping without me!!!!
2109,841a5cfcdf,"  where i live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me"
2110,52eaf44b44,good
2111,895de1648c,tired.
2112,9e972c1093, once james cameron touches something and revolutionizes it... someone else comes along and **** it up
2113,ebf2a10961,sad!
2114,bd74c21c43,nachos and the tudors? i think so
2115,a6aeb0b520,love
2116,24afdc75e3,just found out a friend and his son fell down a 25ft shaft onto concrete today. they are alive at least. don`t know much else.
2117,0d4d5b49b2,sad
2118,78819d2e53,they`re gone.
2119,91c44d5912,  what`s all your fault?
2120,11aa4945ff,wish
2121,495299c926,losing
2122,7f3b118605, will u say shoutout to nikki!!! please   (soulja boy tell `em live live > http://ustre.am/2uhs)
2123,3da6270b02, i hide my berry like a slave regularly only today i was caught by massa   & im def not light enough to be a juice pouring slave
2124,9a2689017d,best
2125,5eea04087b,"sitting here, waiting to go to the gym.....almost left, then realized i never charged my ipod from my trip to wisconsin....it`s dead"
2126,7058fc87de,love
2127,95189cd3a8,warmed up nicely outside.  sucks being stuck inside coding
2128,40ae4f1f0c,"http://twitpic.com/4wu0a - sunny day at vivocity, yupz just showered.. runs into airconditioned mall.."
2129,d24c474353, i know it`s against the law... i am a rebel in small things.
2130,b13981be78,thanks
2131,44b0b41b62, babylove em homenagem ao baby d
2132,a2c8b8dad7,internet
2133,4d818fe6e0,i don`t saw the movie
2134,b8d9a368ae,nice
2135,0010bcc0e2,"watching a film, recovering from my operation"
2136,58c5bad2d3,hate
2137,7407e1cf5a,wrong
2138,0e3d0b5ab5,"guys, follow  for the rx twitterwar!!!! dd go ginoooo!!!"
2139,c0e5365bf0,horrible
2140,0be9ed25f8,jealous
2141,04095b70bd, sadface
2142,64b8d96644,i get the feeling  is going to make me wait until i get home to tell me i`m denied vittles from bww.
2143,68bf3f1fec,oops!
2144,8e3b60deaa," no problem. at least look on the floor. we won`t see the banana skin in our brains ... i step on it once, almost got killed"
2145,341ed728c7,missed
2146,f585c22106,sucks!
2147,888b3fdf3e,best
2148,540f0477e3, i was being childish lol cos one of them said that pic of jake in down to earth made them vomit
2149,79852f9590,expensive
2150,32b2c8b924," aww stanley, have you still got him, they can live for like 20 years right?  x"
2151,94e0366b6d, http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch
2152,094681e31c,_carter hey brian littrell is there!! he doesnt really like this kinda pages rigth?  kisses! i loev you guys!
2153,6641548d60,better
2154,b05be3118d,trouble
2155,291b817092,ugh.
2156,f837a046a9,lovely
2157,a567459a1a,happy?
2158,4cc3d3824c,good morning from rsa twitterverse!! please send me some happy vibes & cheerfulness today i`m feeling a little sad
2159,e959cf04e4,clonecloud: actually it`s distant processor provisioning  like the idea http://bit.ly/b9v90
2160,271bb5e6b7,nice.
2161,c8b610923d, it is a recession
2162,27d0c01bc2,wish
2163,b86d2cca27, can i also have a swirly flat white?
2164,9c11756ef3,love
2165,7bad0b9772, oh poor you  atleast get paid for staying back or?
2166,c6881ba0e1, ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala i love that songggggg ps  i got lost in morrisons
2167,81622f137d,love.
2168,82cdd851b7," lmao, yep"
2169,911bd25026,hate
2170,a64b23f5e4,miss
2171,30e7967de4,happy
2172,f45a9649fb,i have to go to work.
2173,da5c3fa1ef,love
2174,22e5e3cad2,did it!!  back in pakistan! - http://bkite.com/07kbp
2175,3ba549158f, me too  what are you doing?
2176,a975e49753,huge headache...goodnight!!
2177,c3541b6a2f,sucks
2178,40e1ca4ab0, that`s what she said?
2179,08d8063529,good
2180,36aabd3627,the trip was really great. but i cant belive summers here
2181,8f851c59f6, - halla!!! doing ok- got a cold but trying to ignore it  how about you?
2182,a351659f85,sad
2183,33ae501ac5,hot
2184,3775f77081,having my dinner. eating bangus.  it`s a fish.
2185,cff0e3e256,feel
2186,0ac7e72578,biology final today. then home to prepare for psychology.
2187,b854daaaf8,day
2188,85117f3ab3,just got home from school. doing assignments.
2189,daa651cfd4,good.
2190,85de235e0e,whos going to see reemer on wednesdayy  me and kirsty are going (a) im well exited !!!
2191,a8e51d1a43,miss
2192,28825fc1f9,good
2193,0796ce6ac4," oh, i didn`t realize its on at 830 as well- already at work- or as today still in the car, don`t ask"
2194,416726e6d2,happy
2195,0e4bcb3a52,happy
2196,dd77d3f5cd,i know im wrong .. just give me one more chance   senti .. :]
2197,bf46ac3c7f,would like to have a gaming system
2198,3742419885, i`ve been here since 3 and i`m here for 8 more hours tomorrow
2199,a203734990,love
2200,2b70bcd0ad,day
2201,50dd008fb5, laze about ! it`s. the bank holiday law
2202,c501544be4,miss
2203,5b5be601c2,sucks!!
2204,ddb4330613," time to start unfollowing some people, i think"
2205,cc0ad12b7c, my  tix are in limbo....as usual  #upssucks
2206,4aac092937,oooh gosh google wave is looking pretty sexy. lunch time`s over though  back to powerpoint (significantly less sexy)
2207,a1ae4e2000,off to go b&q for new outdoor furniture
2208,8b37012287,sachie: yna doesn`t know our password yet
2209,856bb40ae0, my interview if picked is ny too. but you probably forgot about me after blogtalk radio.
2210,cad8db609a,hard
2211,93a199b78f,"oh kasa, please lose the hair do"
2212,dd49f1179d,im just thinking bout life. i need my bed. my fiance is in bed first
2213,5f455a3147,flat tire city
2214,1d5d10eedf,i hate the exams . first time and last time in this school  then i`m out ! after 10 years! yaaaay !
2215,16357f7283,hope
2216,5657eb8429,thanks
2217,65c7eae9b6,best
